account_id,item_name,status,opened_quantity,spent,closed_quantity,received_post_tax,tax_paid,profit,opened_time,closed_time,updated_time,flip_hash
1000tomax,Mokhaiotl waystone,FINISHED,27,4136346,27,4218480,86076,82134,2025-08-24T05:54:35Z,2025-08-24T06:15:44Z,2025-08-24T06:15:44Z,e184ec988bff299f8bfec92301c5aec23b5236f4d3c4f5891dbfcc3cfe61cceb
1000tomax,Ursine chainmace (u),FINISHED,1,5161946,1,5186973,105856,25027,2025-08-24T05:58:53Z,2025-08-24T06:09:46Z,2025-08-24T06:09:46Z,4ad6c449d4680acef954b78c466f40eea60f05cb79f97349185436c378956ddb
1000tomax,Cannonball,FINISHED,11000,1991000,11000,2046000,33000,55000,2025-08-24T05:59:18Z,2025-08-24T06:06:50Z,2025-08-24T06:06:50Z,00bd54576faa16ec79ef2901a0a3021756175e5d592e15e63e568c47dde7ec6c
1000tomax,Demon tear,FINISHED,13000,1560000,13000,1677000,26000,117000,2025-08-24T05:59:39Z,2025-08-24T06:05:04Z,2025-08-24T06:05:04Z,4d17fae76ccd0e4d40fd5f92212118062bdc2b393cf151f57908e9cff52ed47f
1000tomax,Accursed sceptre (u),FINISHED,1,3022833,1,3047929,62202,25096,2025-08-24T05:30:54Z,2025-08-24T06:03:51Z,2025-08-24T06:03:51Z,be75da31411c866e7ca58df9d58149296d2eb66eaa3bdb9dde8675c4b00ee150
1000tomax,Amulet of torture,FINISHED,1,16330779,1,16366967,334019,36188,2025-08-24T05:58:23Z,2025-08-24T06:02:02Z,2025-08-24T06:02:02Z,f9da89ed4399a6ee6c6301dd768d565307715c7b41bfb282f58394d04485a44c
1000tomax,Zamorak godsword,FINISHED,1,19547512,1,20011417,408396,463905,2025-08-24T05:30:17Z,2025-08-24T05:57:36Z,2025-08-24T05:57:36Z,497b40c660aaa0876b2f8288697d0f61924c8ebbc62dcc53c3a472d705eb226b
1000tomax,Chaos rune,FINISHED,18000,1080000,18000,1116000,18000,36000,2025-08-24T05:26:30Z,2025-08-24T05:30:17Z,2025-08-24T05:30:17Z,999575697aafbfe57f1192ad9bd7de11375643294a7f3fe999f12101740ac911
1000tomax,Huasca seed,FINISHED,168,3746400,168,3715969,75791,-30330,2025-08-24T04:05:42Z,2025-08-24T05:28:44Z,2025-08-24T05:28:44Z,1433d04da9d4f2bf4c09b40acf5760f5c6ed9612ac5f7bdd9b870a8c59d1f0ae
1000tomax,Antidote++(4),FINISHED,1458,5030100,1458,5170068,104976,139968,2025-08-24T04:56:52Z,2025-08-24T05:23:40Z,2025-08-24T05:23:40Z,d2f106e8d46fe6cf077f3aec5bde3453fe9de444a981091731ca52ece928f90b
1000tomax,Dragon hunter crossbow,FINISHED,1,44456521,1,44578541,909766,122020,2025-08-24T05:19:24Z,2025-08-24T05:23:10Z,2025-08-24T05:23:10Z,25a973589c630eecb1b76688490646abb205c69f87eedd9335e53785723ffc3e
1000tomax,Mokhaiotl waystone,FINISHED,22,3352756,22,3444738,70290,91982,2025-08-24T05:01:38Z,2025-08-24T05:21:57Z,2025-08-24T05:21:57Z,c879be135fc7a747d0d3b0e46292b63476ed66450cac354db700513ffef33160
1000tomax,Dragon boots,FINISHED,22,6799848,22,6844046,139656,44198,2025-08-24T05:07:19Z,2025-08-24T05:18:46Z,2025-08-24T05:18:46Z,826bceefb6de86a743f4274e06c13e6975711bdd43010d66b53437b4ac28ac8d
1000tomax,Noxious halberd,FINISHED,1,65170644,1,65489821,1336526,319177,2025-08-24T05:03:27Z,2025-08-24T05:15:18Z,2025-08-24T05:15:18Z,795dc2c5ab4d4c36a3b38db2fcdf3db1c886a588411fc31c52a19509d17f834b
1000tomax,Iron ore,FINISHED,13000,1339000,13000,1365000,26000,26000,2025-08-24T04:45:22Z,2025-08-24T05:13:36Z,2025-08-24T05:13:36Z,3773b1ab9dcd24b03f6e341496b09f581db0c2ac2c4f398ca83f10724ebcca1c
1000tomax,Grapes,FINISHED,20000,1440000,20000,1480000,20000,40000,2025-08-24T04:33:16Z,2025-08-24T05:11:01Z,2025-08-24T05:11:01Z,3d793af394a04c8b89c0ade6692cef26b7069b240c0836e508857e2ed9b04a04
1000tomax,Archers ring,FINISHED,4,15682484,4,15810808,322668,128324,2025-08-24T04:54:14Z,2025-08-24T05:06:43Z,2025-08-24T05:06:43Z,c24b5b4abf4c59452dd313f133269327cbc3ec8f7c6946a769138dc1613323a6
1000tomax,Amulet of glory(6),FINISHED,1296,15546816,1296,15631056,318816,84240,2025-08-24T04:49:03Z,2025-08-24T05:06:05Z,2025-08-24T05:06:05Z,d9ff29aecef16169d550c26afbf5ab91f474991c5394217322c0d75001fea826
1000tomax,Feather,FINISHED,1,3,1,2,0,-1,2025-08-24T05:01:06Z,2025-08-24T05:01:13Z,2025-08-24T05:01:13Z,2b824a1dd642bcf73dd6246a37f79b4dea0c0d5d17b78a2440dc30b169de3818
